phase,phase_round,order_position,observation_index,cell_id,canonical_instance_id,factor_level,replication_index,seed,step_position,step_index,step_id,prefix_step_count,fresh_state,wall_latency_ns,wall_latency_ms,cpu_latency_ns,cpu_latency_ms,semantic_digest,semantic_match
warmup,0,0,1,level_000020/rep_009_seed_1767972531::step_0023,level_000020/rep_009_seed_1767972531,20,9,1767972531,22,23,step-0023-support-16,22,True,467444,0.467444,472682,0.472682,f1d355c8f823d949cdb05e51c36f6c800de66fb63cb678dcaebf1490018e0985,True
warmup,0,1,2,level_000002/rep_009_seed_1767972531::step_0009,level_000002/rep_009_seed_1767972531,2,9,1767972531,8,9,step-0009-support-05,8,True,524408,0.524408,528195,0.528195,5a511e6c711a1343ec42b97258e1893ee2fdace76c82db7c5a909d991753ba26,True
warmup,0,2,3,level_000002/rep_009_seed_1767972531::step_0031,level_000002/rep_009_seed_1767972531,2,9,1767972531,30,31,step-0031-support-22,30,True,459331,0.459331,462768,0.462768,878a5b4a6c48ec75255384e9c9a66b12c66a9413fa0615da7a1ad7ea4a6aed7f,True
warmup,0,3,4,level_000050/rep_009_seed_1767972531::step_0025,level_000050/rep_009_seed_1767972531,50,9,1767972531,24,25,step-0025-noise-wrong_context,24,True,243022,0.243022,246021,0.246021,281ad3cc8e614c609b668de87bb9e8e64c6061db94af17b172bc3de2582a3745,True
warmup,0,4,5,level_000020/rep_009_seed_1767972531::step_0019,level_000020/rep_009_seed_1767972531,20,9,1767972531,18,19,step-0019-support-13,18,True,453575,0.453575,458053,0.458053,607366f3afdecbf024ab83c1d53bc1d836a05feec23c8fd2738ae9a36f1f4388,True
warmup,0,5,6,level_000005/rep_009_seed_1767972531::step_0007,level_000005/rep_009_seed_1767972531,5,9,1767972531,6,7,step-0007-noise-invalid_time_window,6,True,267669,0.267669,270316,0.270316,feb29fac50d5975006cd2656578889dad257c4b4b1f53e42caedf70edbcb688b,True
warmup,0,6,7,level_000050/rep_009_seed_1767972531::step_0026,level_000050/rep_009_seed_1767972531,50,9,1767972531,25,26,step-0026-support-18,25,True,459119,0.459119,464269,0.464269,460c52214329f1621f15dafe098e5fcfd3ddac0a0bff15ffcf6010b9cbf4a653,True
warmup,0,7,8,level_000001/rep_009_seed_1767972531::step_0008,level_000001/rep_009_seed_1767972531,1,9,1767972531,7,8,step-0008-support-04,7,True,454061,0.454061,457183,0.457183,03d475182ebb998c51d81b8b02536f9a5b54610caf95d340f5ae3b0ad0b7ef1a,True
warmup,0,8,9,level_000010/rep_009_seed_1767972531::step_0002,level_000010/rep_009_seed_1767972531,10,9,1767972531,1,2,step-0002-support-01,1,True,533193,0.533193,537145,0.537145,972274ffd19818e4e4e308f0f0d3d7d11478d05390c524453fd8fb7bda9b6b72,True
warmup,0,9,10,level_000005/rep_009_seed_1767972531::step_0030,level_000005/rep_009_seed_1767972531,5,9,1767972531,29,30,step-0030-noise-insufficient_grain,29,True,280864,0.280864,285002,0.285002,1e52d1c0b281f6012ba21da33265635a2f00f377911bf8ef14ae8b3404b74f7e,True
warmup,0,10,11,level_000010/rep_009_seed_1767972531::step_0016,level_000010/rep_009_seed_1767972531,10,9,1767972531,15,16,step-0016-noise-missing_cube,15,True,307846,0.307846,311104,0.311104,50cb8afeeeb4dea07c8d6e0cafb1353979e242618444c620a8067563e692779f,True
warmup,0,11,12,level_000001/rep_009_seed_1767972531::step_0006,level_000001/rep_009_seed_1767972531,1,9,1767972531,5,6,step-0006-noise-wrong_measure,5,True,126200,0.1262,129193,0.129193,9584bf42e2e85fe218f2d1c1dfe717cb122c5334d2202807d6973ca74d2c4367,True
warmup,0,12,13,level_000050/rep_009_seed_1767972531::step_0032,level_000050/rep_009_seed_1767972531,50,9,1767972531,31,32,step-0032-support-23,31,True,471334,0.471334,474940,0.47494,d7ec7284eb27a20fb1ffc5639ea0ec85d04914c33d01b32d595b665e53ad0b5e,True
warmup,0,13,14,level_000010/rep_009_seed_1767972531::step_0022,level_000010/rep_009_seed_1767972531,10,9,1767972531,21,22,step-0022-noise-invalid_unit,21,True,224363,0.224363,227748,0.227748,5c645f95d3d1e9b9a681ff6c74a7e3d562ca0fb193876d906d573f3d8e80b657,True
warmup,0,14,15,level_000020/rep_009_seed_1767972531::step_0016,level_000020/rep_009_seed_1767972531,20,9,1767972531,15,16,step-0016-noise-missing_cube,15,True,315635,0.315635,319709,0.319709,8945998f9385a39ccad322872cf184c9eefabf5f74b6e144ce41d5b046695164,True
warmup,0,15,16,level_000002/rep_009_seed_1767972531::step_0028,level_000002/rep_009_seed_1767972531,2,9,1767972531,27,28,step-0028-support-20,27,True,450621,0.450621,455066,0.455066,af3109aac28bca22efc78263033c8339e81da80c4dda8c3818c698764d0aa362,True
warmup,0,16,17,level_000010/rep_009_seed_1767972531::step_0029,level_000010/rep_009_seed_1767972531,10,9,1767972531,28,29,step-0029-support-21,28,True,464680,0.46468,469630,0.46963,657ed6df16b13dd94cf7a6cbceaea9bde2d4add718d9ed29c4caf7ea8a91ff68,True
warmup,0,17,18,level_000050/rep_009_seed_1767972531::step_0020,level_000050/rep_009_seed_1767972531,50,9,1767972531,19,20,step-0020-support-14,19,True,460101,0.460101,465548,0.465548,d682dd95b585678f626ceeefe72ddf0101702b685518ca8a7fc3a746e4f53b1d,True
